"id","code","name","type","user_type:id","parent_id:id","reconcile"
"va232500",232500,"Penalties Paid","Regular","account.data_account_type_expense","va232000","FALSE"
"va232600",232600,"Foreign Exchange","Regular","account.data_account_type_expense","va232000","FALSE"
"va232700",232700,"Interest Revenue","Regular","account.data_account_type_expense","va232000","FALSE"
"va232800",232800,"Income tax","Regular","account.data_account_type_expense","va232000","FALSE"
"va232900",232900,"Provisional Tax","Regular","account.data_account_type_expense","va232000","FALSE"
"va232901",232901,"Discounts allowed","Regular","account.data_account_type_expense","va232000","FALSE"
"va233000",233000,"Insurance Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va233100",233100,"Insurance PPE","Regular","account.data_account_type_expense","va233000","FALSE"
"va233200",233200,"Insurance Life Policies","Regular","account.data_account_type_expense","va233000","FALSE"
"va233300",233300,"Insurance Medical Aid","Regular","account.data_account_type_expense","va233000","FALSE"
"va233400",233400,"Levies","Regular","account.data_account_type_expense","va233000","FALSE"
"va234000",234000,"Equipment and Vehicle Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va234100",234100,"Leasing Charges","Regular","account.data_account_type_expense","va234000","FALSE"
"va234200",234200,"Motor Vehicles","Regular","account.data_account_type_expense","va234000","FALSE"
"va234300",234300,"Office Equipment","Regular","account.data_account_type_expense","va234000","FALSE"
"va234400",234400,"Warehouse Equipment","Regular","account.data_account_type_expense","va234000","FALSE"
"va234500",234500,"Fuel and Oil","Regular","account.data_account_type_expense","va234000","FALSE"
"va234600",234600,"Gas","Regular","account.data_account_type_expense","va234000","FALSE"
"va234700",234700,"Service and Maintenance","Regular","account.data_account_type_expense","va234000","FALSE"
"va234800",234800,"Vehicle Tracking","Regular","account.data_account_type_expense","va234000","FALSE"
"va234900",234900,"Licenses and Registrations","Regular","account.data_account_type_expense","va234000","FALSE"
"va234910",234910,"Toll Fees","Regular","account.data_account_type_expense","va234000","FALSE"
"va235000",235000,"IT Equipment Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va235100",235100,"IT and Computers","Regular","account.data_account_type_expense","va235000","FALSE"
"va235200",235200,"IT and Computers (Hardware)","Regular","account.data_account_type_expense","va235000","FALSE"
"va235300",235300,"IT and Computers (Software)","Regular","account.data_account_type_expense","va235000","FALSE"
"va236000",236000,"Product Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va236100",236100,"Product Warrantees","Regular","account.data_account_type_expense","va236000","FALSE"
"va236200",236200,"Research and development","Regular","account.data_account_type_expense","va236000","FALSE"
"va236300",236300,"Logistics Charges","Regular","account.data_account_type_expense","va236000","FALSE"
"va236400",236400,"Engineering / Modification Charges","Regular","account.data_account_type_expense","va236000","FALSE"
"va236500",236500,"Workshop Consumables","Regular","account.data_account_type_expense","va236000","FALSE"
"va237000",237000,"Office Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va237100",237100,"Cleaning and Materials","Regular","account.data_account_type_expense","va237000","FALSE"
"va237200",237200,"Courier and Postage","Regular","account.data_account_type_expense","va237000","FALSE"
"va237300",237300,"Donations and Gifts","Regular","account.data_account_type_expense","va237000","FALSE"
"va237400",237400,"Electricity and Water","Regular","account.data_account_type_expense","va237000","FALSE"
"va237500",237500,"Printing and Stationery","Regular","account.data_account_type_expense","va237000","FALSE"
"va237600",237600,"Rent Offices and Warehouse","Regular","account.data_account_type_expense","va237000","FALSE"
"va237700",237700,"Security","Regular","account.data_account_type_expense","va237000","FALSE"
"va237800",237800,"Subscriptions","Regular","account.data_account_type_expense","va237000","FALSE"
"va237900",237900,"Telephone and Internet","Regular","account.data_account_type_expense","va237000","FALSE"
"va237910",237910,"Travel and Accommodation","Regular","account.data_account_type_expense","va237000","FALSE"
"va237920",237920,"Uniforms and Protective Clothing","Regular","account.data_account_type_expense","va237000","FALSE"
"va238000",238000,"Marketing Related Expenses","View","account.data_account_type_expense","va230000","FALSE"
"va238100",238100,"Entertainment","Regular","account.data_account_type_expense","va238000","FALSE"
"va238200",238200,"Marketing","Regular","account.data_account_type_expense","va238000","FALSE"
"va238300",238300,"Advertising Public relations","Regular","account.data_account_type_expense","va238000","FALSE"
"va238400",238400,"Tradeshows, exhibitions","Regular","account.data_account_type_expense","va238000","FALSE"
"va238500",238500,"Promotions","Regular","account.data_account_type_expense","va238000","FALSE"
"va239000",239000,"Depreciation","View","account.data_account_type_expense","va230000","FALSE"
